book_id,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count
11366397,Suzanne Young,2013.0,The Program,"The Program (The Program, #1)",eng,4.07,0.007824564766278474
11367726,William Landay,2012.0,Defending Jacob,Defending Jacob,eng,3.97,0.019109740548192474
11381643,R.L. Mathewson,2011.0,Playing for Keeps,"Playing for Keeps (Neighbor from Hell, #1)",eng,4.08,0.013079080588801941
11382346,Jillian Dodd,2011.0,That Boy,"That Boy (That Boy, #1)",eng,3.96,0.006487873339825877
11387392,Jess Rothenberg,2012.0,The Catastrophic History of You and Me,The Catastrophic History of You and Me,en-US,4.04,0.005085290057885865
11387515,R.J. Palacio,2012.0,Wonder,Wonder,eng,4.43,0.021412554534534993
11389875,Ken Follett,2014.0,Edge of Eternity,"Edge of Eternity (The Century Trilogy, #3)",eng,4.04,0.006561362175870917
11408650,Michelle Hodkin,2011.0,The Unbecoming of Mara Dyer,"The Unbecoming of Mara Dyer (Mara Dyer, #1)",eng,4.09,0.012969792710735
11410104,Jenny Han,2009.0,The summer I turned pretty,The Summer I Turned Pretty Trilogy: The Summer I Turned Pretty; It's Not Summer Without You; We'll Always Have Summer,eng,4.46,0.004321330253833208
11410430,C.J. Redwine,2012.0,Defiance,Defiance (Defiance #1),eng,3.69,0.0067551071375978435
11431896,Rae Carson,2013.0,The Bitter Kingdom,"The Bitter Kingdom (Fire and Thorns, #3)",eng,4.23,0.006999420749814839
11447921,Jess Walter,2012.0,Beautiful Ruins,Beautiful Ruins,eng,3.67,0.015258697264600803
11450360,"Stephenie Meyer, Young Kim",2011.0,"Twilight: The Graphic Novel,","Twilight: The Graphic Novel, Vol. 2  (Twilight: The Graphic Novel, #2)",en-US,4.26,0.006301834941485731
11450591,Darcie Chan,2014.0,The Mill River Recluse,The Mill River Recluse,eng,3.55,0.005633862405556861
11454587,Rachel Hawkins,2012.0,Spell Bound,"Spell Bound (Hex Hall, #3)",eng,4.09,0.009825033253497772
11468377,Daniel Kahneman,2011.0,"Thinking, Fast and Slow","Thinking, Fast and Slow",eng,4.08,0.016575639360572183
11469379,Corban Addison,2011.0,A Walk Across the Sun,A Walk Across the Sun,en-US,4.13,0.004925160428260752
11479285,Abbi Glines,2011.0,Breathe,"Breathe (Sea Breeze, #1)",eng,3.88,0.011795395396074057
11488123,Natasha Solomons,2011.0,The House at Tyneford,The House at Tyneford,eng,3.78,0.005317109302590929
11500217,Susan Ee,2011.0,Angelfall,"Angelfall (Penryn & the End of Days, #1)",en-US,4.19,0.012175038652039031
11505008,William  Davis,2011.0,"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health ","Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",eng,3.71,0.006531328692963408
11505797,Jamie McGuire,2011.0,Beautiful Disaster,"Beautiful Disaster (Beautiful, #1)",eng,4.15,0.028969291588449245
11529868,Adam Johnson,2012.0,The Orphan Master's Son,The Orphan Master's Son,eng,4.06,0.010288741172466385
11532160,Jamie McGuire,2011.0,Requiem (Providence #2),"Requiem (Providence, #2)",eng,4.15,0.0058247047422852515
11544421,Ilona Andrews,2013.0,Magic Rises,"Magic Rises (Kate Daniels, #6)",eng,4.49,0.007700378979203237
11544466,Sarah Crossan,2012.0,Breathe,"Breathe (Breathe, #1)",en-US,3.69,0.005204997023383557
11551045,"P.C. Cast, Kristin Cast",2012.0,Lenobia's Vow,"Lenobia's Vow (House of Night Novellas, #2)",en-US,4.16,0.005037526770975822
11556960,Gennifer Albin,2012.0,Crewel,"Crewel (Crewel World, #1)",eng,3.74,0.005318806944712457
11559200,Deborah Harkness,2012.0,Shadow of Night,"Shadow of Night (All Souls Trilogy, #2)",eng,4.04,0.01401638638223248
11561469,Rebecca Donovan,2011.0,Reason to Breathe,"Reason to Breathe (Breathing, #1)",eng,4.23,0.011737936799666988
11563110,Cynthia Hand,2012.0,Hallowed,"Hallowed (Unearthly, #2)",eng,4.15,0.010866743091786117
11566956,Alison Bechdel,2012.0,Are You My Mother?: A Comic Drama,Are You My Mother?,eng,3.66,0.006111612124902889
11568316,"Kami Garcia, Margaret Stohl",2011.0,Dream Dark,"Dream Dark (Caster Chronicles, #2.5)",eng,3.76,0.00493553669430518
11594257,Veronica Rossi,2011.0,Under the Never Sky,"Under the Never Sky (Under the Never Sky, #1)",en-GB,4.01,0.012186814827077166
11594337,"Katherine Applegate, Patricia Castelao",2012.0,The One and Only Ivan,The One and Only Ivan,eng,4.24,0.013069106337340668
11595276,Emily M. Danforth,2012.0,The Miseducation of Cameron Post,The Miseducation of Cameron Post,en-US,3.99,0.005707099145641335
11600163,John Grisham,2011.0,The Litigators,The Litigators,eng,3.77,0.008776148902360434
11607446,"Chris Colfer, Brandon Dorman",2012.0,"The Wishing Spell (The Land of Stories, #1)","The Wishing Spell (The Land of Stories, #1)",eng,4.21,0.010189499208450355
11614718,Lauren Oliver,2011.0,Delirium,"Delirium (Delirium, #1)",eng,3.99,0.022705690212138405
11660590,"Michael Crichton, Richard   Preston",2011.0,Micro,Micro,eng,3.38,0.006248282960240183
11665750,Kristen Ashley,2011.0,At Peace,"At Peace (The 'Burg, #2)",en-GB,4.49,0.006838199636183265
11699349,Kristin Levine,2012.0,The Lions of Little Rock,The Lions of Little Rock,eng,4.22,0.005099472797085253
11709037,David McRaney,2011.0,‎You Are Not So Smart‎,"You Are Not So Smart: Why You Have Too Many Friends on Facebook, Why Your Memory Is Mostly Fiction, and 46 Other Ways You're Deluding Yourself",en-US,3.85,0.006426042712211267
11710373,Diana Gabaldon,2014.0,Written in My Own Heart's Blood,"Written in My Own Heart's Blood (Outlander, #8)",eng,4.5,0.00967554860799003
11714997,Jessica Sorensen,2011.0,The Underworld,"The Underworld (Fallen Star, #2)",eng,4.12,0.0048249534853050165
11720382,Lisa Gardner,2012.0,Catch Me,"Catch Me (Detective D.D. Warren, #6)",eng,4.17,0.006565488674974386
11721314,Lauren Morrill,2012.0,Meant to Be,Meant to Be,eng,3.72,0.005262304986813715
11734251,Bernard Cornwell,2011.0,Death of Kings,"Death of Kings (The Saxon Stories, #6)",eng,4.28,0.0045851040018247856
11735983,Veronica Roth,2012.0,Insurgent,"Insurgent (Divergent, #2)",eng,4.07,0.04096249648116702
11737271,Harlan Coben,2012.0,Stay Close,Stay Close,eng,3.87,0.007733655586262375
11737387,Benedict Jacka,2012.0,Fated,"Fated (Alex Verus, #1)",eng,3.89,0.005029555365125722
11738128,Tessa Dare,2012.0,A Week to Be Wicked,"A Week to Be Wicked (Spindle Cove, #2)",eng,4.12,0.00541487805607268
11746513,Janet Evanovich,2011.0,Explosive Eighteen,"Explosive Eighteen (Stephanie Plum, #18)",eng,3.92,0.01031094627371193
11757975,Bella Andre,2011.0,The Look of Love,"The Look of Love (San Francisco Sullivans, #1; The Sullivans, #1)",eng,3.87,0.006137490164156758
11765920,Kelley Armstrong,2012.0,The Calling,"The Calling (Darkness Rising, #2)",eng,4.1,0.007212578106061658
11777020,"Jo Nesbø, Don Bartlett",2008.0,Hodejegerne,Headhunters,eng,3.78,0.005755057334258029
11784281,"Amy Lichtenhan, A.L. Jackson",2011.0,Pulled,"Take This Regret (Take This Regret, #1)",eng,4.06,0.006213024849884421
11797365,Blaine Harden,2012.0,Escape from Camp 14: One Man's Remarkable Odyssey from North Korea to Freedom in the West ,Escape from Camp 14: One Man's Remarkable Odyssey from North Korea to Freedom in the West,eng,3.99,0.008661210991570942
11801463,Robin Hobb,2011.0,City of Dragons,"City of Dragons (Rain Wild Chronicles, #3)",en-US,4.05,0.005203840571521836
11806716,Mira Grant,2012.0,Blackout,"Blackout (Newsflesh Trilogy, #3)",eng,4.11,0.005452538237284221
11808919,Marie Force,2011.0,"Maid for Love (Gansett Island Series, #1)","Maid for Love (Gansett Island Series, #1)",eng,3.98,0.0054837241559124224
11808950,Wendy Higgins,2012.0,Sweet Evil,"Sweet Evil (Sweet, #1)",eng,4.13,0.010868496841866498
11821514,Edie Claire,2003.0,Long Time Coming,Long Time Coming,en-US,3.77,0.004325738473541243
11827808,Amish Tripathi,2011.0,The Secret of the Nagas.,The Secret of the Nagas (Shiva Trilogy #2),eng,3.98,0.010031349836452687
11830394,Kim Stanley Robinson,2012.0,2312,2312,eng,3.43,0.004488480878381069
11857408,E.L. James,2011.0,Fifty Shades Darker,"Fifty Shades Darker (Fifty Shades, #2)",eng,3.87,0.03327990041381876
11861062,Lissa Price,2012.0,Starters,"Starters (Starters, #1)",eng,3.91,0.00803031303233841
11861815,Andrew  Smith,2013.0,Winger,"Winger (Winger, #1)",eng,4.08,0.006108000157717072
11864728,Kelley Armstrong,2013.0,The Rising,"The Rising (Darkness Rising, #3)",eng,4.13,0.005917140383672139
11866694,Lauren Groff,2012.0,Arcadia,Arcadia,eng,3.65,0.005416174655759196
11869272,Katherine Boo,2012.0,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity","Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",en-US,3.97,0.011816297332664703
11870085,John Green,2012.0,The Fault in Our Stars,The Fault in Our Stars,eng,4.26,0.06861051291389947
11872242,"James Patterson, Maxine Paetro",2012.0,11th hour,"11th Hour (Women's Murder Club, #11)",eng,4.02,0.006747975539634503
11887020,"Chris Kyle, Scott McEwen, Jim DeFelice",2012.0,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,eng,3.97,0.011100722539477987
11889938,Robert Crais,2012.0,Taken,"Taken (Elvis Cole, #15; Joe Pike, #4)",en-US,4.17,0.0050061661417069424
11925514,Elizabeth Wein,2012.0,Code Name Verity,"Code Name Verity (Code Name Verity, #1)",eng,4.08,0.010517649977141398
11940384,Alex Marwood,2008.0,The Wicked Girls,The Wicked Girls,eng,3.48,0.004291514768809271
11942408,عمرو سلامة,2011.0,شاب كشك في رحلة البحث عن الجادون,شاب كشك في رحلة البحث عن الجادون,ara,3.66,0.00403813764480809
11942639,Rachel Hauck,2012.0,The Wedding Dress,The Wedding Dress,en-US,3.83,0.0057202663533586625
11946245,James Patterson,2012.0,Nevermore,"Nevermore (Maximum Ride, #8)",eng,3.88,0.007492532698918343
11947156,Quinn Loftis,2011.0,Prince of Wolves ,"Prince of Wolves (The Grey Wolves, #1)",eng,4.06,0.007775696123568075
11947829,Amanda Hocking,2012.0,Ascend,"Ascend (Trylle, #3)",en-US,4.08,0.007270756171753255
11966216,Amanda Hocking,2010.0,Torn,"Torn (Trylle, #2)",en-US,4.04,0.0077001184395750315
11970747,George R.R. Martin,1998.0,The Hedge Knight,"The Hedge Knight (The Tales of Dunk and Egg, #1)",eng,4.23,0.005300292233585828
11983940,A.C. Gaughen,2012.0,Scarlet,"Scarlet (Scarlet, #1)",eng,3.95,0.006281107787490414
11985631,George R.R. Martin,2003.0,The Sworn Sword,"The Sworn Sword (The Tales of Dunk and Egg, #2)",eng,4.07,0.004759435816926479
11988046,Kasie West,2013.0,Pivot Point,"Pivot Point (Pivot Point, #1)",eng,4.08,0.0063617194818283
11995136,"يوسف زيدان, Youssef Ziedan",2012.0,محال,محال,ara,3.31,0.004495626723109806
12021559,Chelsea Fine,2011.0,Sophie & Carter,Sophie & Carter,eng,3.83,0.004875623039123828
12022079,Kristin Hannah,2012.0,Home Front,Home Front,eng,4.12,0.008612430752549551
12022496,Jonathan Kellerman,2012.0,Victims,"Victims (Alex Delaware, #27)",eng,3.94,0.004585760282369451
12027429,Maria V. Snyder,2012.0,Scent of Magic,"Scent of Magic (Healer, #2)",en-US,4.13,0.005736027104851563
12029468,Jane Green,2012.0,Another Piece of My Heart,Another Piece of My Heart,eng,3.7,0.004882407733640998
12031532,Tan Twan Eng,2011.0,The Garden of Evening Mists,The Garden of Evening Mists,eng,4.08,0.0045260923283498705
12033455,Sophie Kinsella,2011.0,I've Got Your Number,I've Got Your Number,eng,3.93,0.017028358288018824
12040447,Orson Scott Card,2011.0,Shadows in Flight,"Shadows in Flight (Ender's Shadow, #5)",en-GB,3.76,0.004795759099907021
12042279,Lara Adrian,2012.0,Darker After Midnight,"Darker After Midnight (Midnight Breed, #10)",eng,4.37,0.005349459894668017
12043770,Darynda Jones,2012.0,Third Grave Dead Ahead,"Third Grave Dead Ahead (Charley Davidson, #3)",eng,4.39,0.005510730547635229
12067972,Tammara Webber,2011.0,Where You Are,"Where You Are (Between the Lines, #2)",eng,3.94,0.006076056225803131
12070846,Stephen King,2011.0,Mile 81,Mile 81,eng,3.62,0.005339888008931862
12075886,Susane Colasanti,2012.0,Keep Holding On,Keep Holding On,en-US,3.85,0.0047817244388024364
12081467,Carl Hiaasen,2012.0,Chomp!,Chomp,eng,3.93,0.0050738362425835895
12099007,"Nora Roberts, MacLeod Andrews",2012.0,The Last Boyfriend,"The Last Boyfriend (Inn BoonsBoro, #2)",eng,4.06,0.007340917769345774
12119529,Ilona Andrews,2014.0,Magic Breaks,"Magic Breaks (Kate Daniels, #7)",eng,4.52,0.006731007711392186
12127750,Rick Riordan,2012.0,The Mark of Athena,"The Mark of Athena (The Heroes of Olympus, #3)",eng,4.47,0.023594659908823878
12127810,Rick Riordan,2013.0,The House of Hades,"The House of Hades (The Heroes of Olympus, #4)",eng,4.54,0.01790368073964417
12143200,Rachel Maddow,2012.0,Drift: The Unmooring of American Military Power,Drift: The Unmooring of American Military Power,eng,4.07,0.005103012322840051
12157365,Elizabeth Norris,2012.0,Unraveling,"Unraveling (Unraveling, #1)",en-US,3.84,0.005729202769155101
12160906,Jeffrey Archer,2012.0,The Sins of the Father,"The Sins of the Father (The Clifton Chronicles, #2)",eng,4.01,0.007421777048531885
12177850,George R.R. Martin,2000.0,A Song of Ice and Fire,"A Song of Ice and Fire (A Song of Ice and Fire, #1-5)",eng,4.63,0.006423544614945107
12204857,"Martin Pistorius, Megan Lloyd Davies",2011.0,Ghost Boy,Ghost Boy,eng,3.96,0.004546436406554457
12216302,Jim Butcher,2012.0,Cold Days,"Cold Days (The Dresden Files, #14)",en-US,4.51,0.010766493471518496
12232938,Alice Sebold,2002.0,The Lovely Bones,The Lovely Bones,eng,3.77,0.056747952148549566
12254379,"Haruki Murakami, Jay Rubin",2009.0,1Q84 Books 1-2,"1Q84 #1-2 (1Q84, #1-2)",eng,4.07,0.0040909518091372795
12262741,Cheryl Strayed,2012.0,Wild: From Lost to Found on the Pacific Crest Trail ,Wild: From Lost to Found on the Pacific Crest Trail,eng,3.96,0.02760628152184111
12275680,Janet Evanovich,2012.0,Wicked Business,"Wicked Business (Lizzy & Diesel, #2)",eng,3.76,0.006962347742643619
12283261,"Jodi Picoult, Samantha van Leer",2012.0,Between the Lines,"Between the Lines (Between the Lines, #1)",eng,3.58,0.007730931257505453
12287209,Hugh Howey,2011.0,Wool,"Wool (Wool, #1)",eng,4.12,0.01089725489385472
12288282,Ilona Andrews,2012.0,Gunmetal Magic,"Gunmetal Magic (Kate Daniels, #5.5)",eng,4.28,0.006551723570709644
12291438,Megan Shepherd,2013.0,The Madman’s Daughter,"The Madman’s Daughter (The Madman’s Daughter, #1)",eng,3.69,0.005950106150949769
12294652,Huntley Fitzpatrick,2012.0,My Life Next Door ,My Life Next Door,eng,4.02,0.014305890678100553
12299419,Kristen Ashley,2011.0,"Mystery Man (Dream Man, #1)","Mystery Man (Dream Man, #1)",eng,4.25,0.010337180101074359
12326627,Philippa Gregory,2013.0,The White Princess,"The White Princess (The Plantagenet and Tudor Novels, #5)",eng,3.85,0.006731156737943108
12326644,"Philippa Gregory, Mirjana Valent",2012.0,The Kingmaker's Daughter,"The Kingmaker's Daughter (The Plantagenet and Tudor Novels, #4)",eng,3.95,0.006976165365251476
12341557,"Stephen King, Jae Lee",2012.0,The Wind Through the Keyhole,"The Wind Through the Keyhole (The Dark Tower, #4.5)",eng,4.14,0.008485235474459318
12351649,R.L. Mathewson,2011.0,Perfection,"Perfection (Neighbor from Hell, #2)",eng,4.16,0.010030149794597756
12360050,"Oliver Pötzsch, Lee Chadeayne",2009.0,"Die Henkerstochter und der schwarze Mönch (Band 2 aus der Reihe ""Die Henkerstochter-Saga"")","The Dark Monk (The Hangman's Daughter, #2)",en-US,3.82,0.004651567693575282
12368985,Aleatha Romig,2011.0,Consequences,"Consequences (Consequences, #1)",eng,3.97,0.007733266455199883
12383252,Laurell K. Hamilton,2012.0,Kiss the Dead,"Kiss the Dead (Anita Blake, Vampire Hunter #21)",eng,3.79,0.0060467642860028295
12383869,Lauren DeStefano,2013.0,Sever,"Sever (The Chemical Garden, #3)",eng,3.8,0.006544523619791465
12384157,Kate Alcott,2012.0,The Dressmaker,The Dressmaker,eng,3.44,0.0064074397981409015
12390650,Kristen Ashley,2011.0,Wildest Dreams,"Wildest Dreams (Fantasyland, #1)",eng,4.19,0.006301039004009682
12391521,Jon Ronson,2011.0,The Psychopath Test,The Psychopath Test: A Journey Through the Madness Industry,eng,3.91,0.009405757838167066
12394068,James Bowen,2012.0,A Street Cat Named Bob: How One Man and His Cat Found Hope on the Streets,A Street Cat Named Bob: How One Man and His Cat Found Hope on the Streets,eng,3.96,0.006004479866464604
12401556,Karen Thompson Walker,2012.0,The Age of Miracles,The Age of Miracles,eng,3.64,0.0110893307817271
12408149,Wiley Cash,2012.0,A Land More Kind Than Home,A Land More Kind Than Home,eng,3.84,0.005543579798020866
12415695,عبدالله المغلوث,2011.0,كخه يا بابا,كخه يا بابا,ara,3.71,0.005025165701972096
12425532,Anna Banks,2012.0,Of Poseidon,"Of Poseidon (The Syrena Legacy, #1)",eng,4.04,0.008792592633982401
12432220,Jennifer A. Nielsen,2012.0,The False Prince,The False Prince (The Ascendance Trilogy #1),eng,4.22,0.009982130311351752
12444166,Karen Marie Moning,2012.0,Iced,"Iced (Fever, #6)",eng,4.13,0.007613126423887437
12444297,Karen Marie Moning,2015.0,Burned,"Burned (Fever, #7)",eng,4.12,0.0059357589668908245
12444298,Karen Marie Moning,2016.0,Feverborn,"Feverborn (Fever, #8)",eng,4.18,0.0048178796848342784
12449167,Lucinda Riley,2010.0,Hothouse Flower,The Orchid House,en-US,3.8,0.004315290655837985
12476820,Dan Wells,2012.0,Partials,"Partials (Partials Sequence, #1)",en-US,3.94,0.009233109104368465
12482658,Anne Tyler,2012.0,The Beginner's Goodbye,The Beginner's Goodbye,eng,3.58,0.0050635452777566484
12499290,Brent Weeks,2012.0,The Blinding Knife,"The Blinding Knife (Lightbringer, #2)",eng,4.45,0.009227892780925236
12507214,Kendare Blake,2012.0,Girl of Nightmares,"Girl of Nightmares (Anna, #2)",eng,3.9,0.006445525768402616
12513614,C.J. Roberts,2011.0,Captive in the Dark,"Captive in the Dark (The Dark Duet, #1)",eng,4.01,0.010556015710285839
12522507,Sophie Jordan,2012.0,Hidden,"Hidden (Firelight, #3)",en-US,3.89,0.005441673111537721
12546674,Catherine Bybee,2011.0,Wife by wednesday,"Wife by Wednesday (The Weekday Brides, #1)",eng,3.77,0.004608453562821626
12547098,Sarah McCoy,2012.0,The Baker's Daughter,The Baker's Daughter,eng,3.94,0.0050579953164953066
12551077,Miranda Kenneally,2012.0,Stealing Parker,Stealing Parker,en-US,3.88,0.005665112559645466
12558285,A.G. Howard,2013.0,Splintered,"Splintered (Splintered, #1)",eng,3.96,0.008641848014818699
12578077,Jennifer L. Armentrout,2011.0,Obsidian,"Obsidian (Lux, #1)",eng,4.23,0.018184863058668534
12583975,Melody Anne,2011.0,The Billionaire Wins the Game,"The Billionaire Wins the Game (Billionaire Bachelors, #1)",eng,3.93,0.0048162137512834935
12588363,Lauren Kate,2012.0,Fallen in Love,"Fallen in Love (Fallen, #3.5)",eng,3.77,0.007855527926635936
12591698,James S.A. Corey,2012.0,Caliban's War,"Caliban's War (The Expanse, #2)",eng,4.28,0.008861119333835108
12609433,Charles Duhigg,2011.0,The Power of Habit,The Power of Habit: Why We Do What We Do in Life and Business,eng,4.03,0.017689662713877948
12614410,Julie Kagawa,2012.0,The Lost Prince,"The Lost Prince (The Iron Fey: Call of the Forgotten, #1)",eng,4.05,0.006498378523082489
12615008,Chetan Bhagat,2011.0,"Revolution 2020: Love, Corruption, Ambition","Revolution 2020: Love, Corruption, Ambition",eng,3.07,0.009271272466634964
12617758,Chris Pavone,2012.0,The Expats,The Expats,eng,3.42,0.006420576862043591
12637490,Aimee Carter,2012.0,Goddess Interrupted,"Goddess Interrupted (Goddess Test, #2)",eng,4.02,0.007261921042891819
12647642,Tina Reber,2012.0,Love Unrehearsed,"Love Unrehearsed (Love, #2)",eng,4.26,0.009209939135892286
12652457,Brent Weeks,2014.0,The Broken Eye,"The Broken Eye (Lightbringer, #3)",eng,4.46,0.00746194532940249
12663646,Lauren Oliver,2011.0,Hana,"Hana (Delirium, #1.5)",eng,3.63,0.006351304137711329
12667194,Shelly Crane,2011.0,Accordance,"Accordance (Significance, #2)",eng,4.28,0.007087293456132945
12677913,Colleen Houck,2012.0,Tiger's Destiny,"Tiger's Destiny (The Tiger Saga, #4)",eng,4.41,0.006092707729133222
12680907,Kristin Cashore,2012.0,Bitterblue,"Bitterblue (Graceling Realm, #3)",eng,4.01,0.012223798697646768
12687461,"Tom Clancy, Mark Greaney",2011.0,Locked On,"Locked On (Jack Ryan Universe, #14)",eng,3.99,0.0039996997097655465
12700306,Kevin Hearne,2012.0,Tricked,"Tricked (The Iron Druid Chronicles, #4)",eng,4.25,0.007832381068217511
12700353,Jesse Andrews,2012.0,Me and Earl and the Dying Girl,Me and Earl and the Dying Girl,en-US,3.58,0.012847245390379711
12706435,Shelly Crane,2011.0,Defiance,"Defiance (Significance, #3)",eng,4.31,0.006758373271654471
12710035,Olivia Cunning,2013.0,Hot Ticket,"Hot Ticket (Sinners on Tour, #3)",eng,4.28,0.0064739432094666075
12710106,Olivia Cunning,2012.0,Double Time,"Double Time (Sinners on Tour, #5)",en-US,4.14,0.006410570112362589
12716010,Lauren Kate,2012.0,Rapture,"Rapture (Fallen, #4)",eng,4.03,0.012617987720210028
12722468,Sally Bedell Smith,2012.0,Elizabeth The Queen: The Life Of A Modern Monarch,Elizabeth the Queen: The Life of a Modern Monarch,eng,3.85,0.006344351075762799
12743472,Teri Terry,2012.0,Slated,"Slated (Slated, #1)",eng,4.07,0.005908997526075288
12751687,Becca Fitzpatrick,2012.0,Finale,"Finale (Hush, Hush, #4)",eng,4.22,0.014690373456014138
12752313,Anna Quindlen,2012.0,"Lots of Candles, Plenty of Cake","Lots of Candles, Plenty of Cake",eng,3.71,0.0050659219712823845
12753231,Emmy Laybourne,2012.0,Monument 14,"Monument 14 (Monument 14, #1)",eng,3.89,0.005901523369943341
12782865,Peter  May,2011.0,The Lewis Man,"The Lewis Man (The Lewis Trilogy, #2)",eng,4.2,0.003973531287780733
12791521,"Geoff Johns, Gary Frank, Jon Sibal, Brad Anderson, Rob Leigh",2012.0,"Batman: Earth One, Volume 1","Batman: Earth One, Volume 1",eng,4.06,0.0047617536386017215
12792658,Neal Shusterman,2013.0,UnSouled,"UnSouled (Unwind, #3)",en-US,4.23,0.005581090460087299
12799058,Elin Hilderbrand,2012.0,Summerland,Summerland,eng,3.85,0.00671817906105068
12812550,Laini Taylor,2012.0,Days of Blood & Starlight,"Days of Blood & Starlight (Daughter of Smoke & Bone, #2)",en-CA,4.21,0.01311584288627969
12813630,Holly Black,2013.0,The Coldest Girl in Coldtown,The Coldest Girl in Coldtown,eng,3.86,0.008694732866621013
12813860,Kody Keplinger,2012.0,A Midsummer's Nightmare,A Midsummer's Nightmare,eng,3.83,0.0058822848650196095
12820360,Julianne Donaldson,2012.0,Edenbrooke,"Edenbrooke (Edenbrooke, #1)",eng,4.34,0.007566339411420144
12820793,Amish Tripathi,2013.0,The Oath of the Vayuputras,"The Oath of the Vayuputras (Shiva Trilogy, #3)",eng,3.66,0.008490908055911489
12842134,Gayle Forman,2013.0,Just One Year,"Just One Year (Just One Day, #2)",eng,3.9,0.007951731491789401
12846479,Aprilynne Pike,2012.0,Destined,"Destined (Wings, #4)",en-US,4.19,0.006089743468635997
12849385,David Baldacci,2012.0,The Innocent,"The Innocent (Will Robie, #1)",en-US,4.1,0.00962909448257012
12866426,C.C. Hunter,2012.0,"Taken at Dusk (Shadow Falls, #3)","Taken at Dusk (Shadow Falls, #3)",eng,4.33,0.008578704209028698
12868761,Jenny  Lawson,2012.0,Let's Pretend This Never Happened (A Mostly True Memoir),Let's Pretend This Never Happened: A Mostly True Memoir,eng,3.9,0.01541709787532379
12872236,Richard Ford,2012.0,Canada,Canada,eng,3.49,0.006075065591374797
12875258,Carol Rifka Brunt,2012.0,Tell the Wolves I'm Home,Tell the Wolves I'm Home,eng,4.04,0.013103294034253282
12875355,P.D. James,2012.0,Death Comes to Pemberley,Death Comes to Pemberley,eng,3.21,0.011498779547879453
12878667,Mark Haddon,2012.0,The Red House,The Red House,eng,2.93,0.004616065634112815
12880428,Anne Rice,2012.0,The Wolf Gift,"The Wolf Gift (The Wolf Gift Chronicles, #1)",eng,3.52,0.006175291777740808
12881141,Kristen Ashley,2011.0,Wild Man,"Wild Man (Dream Man, #2)",en-GB,4.21,0.008079876418102195
12888599,Charlotte Rogan,2012.0,The Lifeboat,The Lifeboat,eng,3.2,0.006052567721903928
12891107,Mark  Lawrence,2012.0,King of Thorns,"King of Thorns (The Broken Empire, #2)",en-US,4.2,0.008251854993997667
12893742,Rick Riordan,2012.0,The Serpent's Shadow,"The Serpent's Shadow (Kane Chronicles, #3)",eng,4.28,0.012885214132073296
12900174,Abbi Glines,2011.0,"The Vincent Brothers (The Vincent Boys, #1)","The Vincent Boys (The Vincent Boys, #1)",eng,3.98,0.011155438870771632
12900491,Gena Showalter,2012.0,Wicked Nights,"Wicked Nights (Angels of the Dark, #1)",eng,4.11,0.005999633162839188
12902549,"Laura Schroff, Alex Tresniowski, Valerie Salembier",2010.0,"An Invisible Thread: The True Story of an 11-Year-Old Panhandler, a Busy Sales Executive, and an Unlikely Meeting with Destiny","An Invisible Thread: The True Story of an 11-Year-Old Panhandler, a Busy Sales Executive, and an Unlikely Meeting with Destiny",eng,4.0,0.006760450899024056
12908877,Amy Plum,2012.0,Until I Die,"Until I Die (Revenants, #2)",en-US,4.17,0.006968252371065766
12922320,Karin Slaughter,2012.0,Criminal,"Criminal (Will Trent, #6)",eng,4.21,0.006107343206904985
12924253,Anna Carey,2012.0,Once,"Once (Eve, #2)",en-US,3.9,0.005543036921870319
12925063,Amy A. Bartol,2013.0,Inescapable,"Inescapable (The Premonition, #1)",eng,4.05,0.007082196312984767
12926132,Shannon Hale,2012.0,Palace of Stone,"Palace of Stone (Princess Academy, #2)",eng,3.95,0.005669714457693998
12926432,Fiona Carnarvon,2011.0,Lady Almina and the Real Downton Abbey: The Lost Legacy of Highclere Castle,Lady Almina and the Real Downton Abbey: The Lost Legacy of Highclere Castle,eng,3.61,0.004954402175324989
12951824,Nora Roberts,2012.0,The Perfect Hope,"The Perfect Hope (Inn Boonsboro, #3)",eng,4.14,0.006820132638900067
12954620,"Morgan Rhodes, Michelle Rowen",2012.0,Falling Kingdoms,"Falling Kingdoms (Falling Kingdoms, #1)",eng,3.83,0.008090050244994892
12958487,Kristen Ashley,2011.0,Lady Luck,"Lady Luck (Colorado Mountain, #3)",eng,4.44,0.007577467556078307
12959045,Derf Backderf,2012.0,My Friend Dahmer,My Friend Dahmer,eng,3.88,0.0048164220244895535
12959086,"Rick Riordan, Haley Riordan",2012.0,The Demigod Diaries,The Demigod Diaries,eng,4.19,0.007556389719543492
12959233,Ken Follett,2012.0,Winter of the World,Winter of the World (The Century Trilogy #2),eng,4.29,0.012016224656751898
